City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Hyderabad,11-10-2017,27.38,51.78,6.99,25.01,4.63,9.16,0.19,4.3,43.76,0.78,4.89,0.52,113
Hyderabad,12-10-2017,41.74,69.1,13.72,26.83,5.04,9.37,0.11,4.2,54.35,1.22,6.71,0.92,102
Hyderabad,13-10-2017,20.48,39.46,8.45,19.29,3.15,8.93,0.08,2.36,79.99,0.19,1.1,0.03,147
Hyderabad,14-10-2017,33.32,60.37,10.84,25.1,3.74,12.38,0.1,2.46,63.15,0.17,1.48,0,123
Hyderabad,15-10-2017,35.59,61.1,18.84,22.1,3.41,11.88,0.06,4.4,57.62,0.09,1.2,0,97
Hyderabad,17-10-2017,72.18,133.53,9.92,36.5,4.69,18.24,0.15,11.19,67.21,0.34,2.38,0.07,154
Hyderabad,18-10-2017,69.53,137.82,14.42,34.49,5.58,12.5,0.12,4.82,56.47,1.87,11.62,0.98,150
Hyderabad,19-10-2017,75.46,144.81,8.76,30.6,10.71,11.56,0.31,5.43,57.92,3.49,11.82,2.01,151
Hyderabad,21-10-2017,67.18,105.44,7.91,18.74,5.46,10.7,0.1,10.49,81.47,0.24,0.97,0.06,141
Hyderabad,22-10-2017,65.39,98.82,7.56,17.27,2.55,10.52,0.07,3.29,68.38,0.02,0.19,0,121
Hyderabad,23-10-2017,53.78,83.34,7.98,21.46,5.48,12.09,0.19,5.28,53.28,0.98,4.33,1.08,113
Hyderabad,24-10-2017,63.35,97.66,8.24,24.35,2.17,14.58,0.06,5.02,40.66,0.16,0.89,0.16,111
Hyderabad,29-10-2017,70.46,147.82,14.32,25.47,4.19,14.16,0.12,7.7,58.83,0.29,1.29,0.02,145
Hyderabad,18-11-2017,66.82,71.59,10.05,32.58,24.83,13.28,0.65,11.42,37.79,2.98,18.83,2.92,106
Hyderabad,22-11-2017,40.48,75.97,6.79,32.25,22.12,13.03,0.7,14.21,51,2.88,12.43,3.1,102
Hyderabad,23-11-2017,96.83,88.36,11.04,37.91,28.39,14.6,0.76,18.61,39.92,2.33,15.71,3.03,133
Hyderabad,24-11-2017,69.5,125.61,6.26,35.4,23.41,18.59,0.76,12.78,60.26,2.82,15.13,2.49,149
Hyderabad,25-11-2017,70.91,133.01,5.34,37.5,24.28,16.11,0.71,13.35,68.38,2.3,17.66,1.8,140
Hyderabad,26-11-2017,84.08,137.59,8.98,50.36,31.34,20,0.9,10.47,52.91,3.03,13.06,1.91,147
Hyderabad,29-11-2017,66.49,122.5,7.04,45.7,29.33,13.66,0.81,15,67.32,3.01,16.61,4.56,164
Hyderabad,30-11-2017,64.72,121.51,9.05,45.03,30.5,13.13,0.82,14.09,60.26,2.95,12.16,3.69,140
Hyderabad,01-12-2017,70.03,128.64,8.67,37.15,26.11,16.99,0.8,14.25,59.62,2.98,13.32,3.83,139
Hyderabad,02-12-2017,69.44,123.66,7.02,35.14,23.91,16.25,0.76,10.97,65.3,4.65,15.59,3.93,135
Hyderabad,03-12-2017,70.83,125.86,7.22,38.05,25.61,13.39,0.8,9.54,63.84,3.29,11.38,2.99,140
Hyderabad,04-12-2017,70.47,119.15,6.46,37.31,24.68,14.3,0.78,12.21,67.63,2.94,9.43,2.43,144
Hyderabad,05-12-2017,58.07,96.64,6.29,29.67,20.52,13.51,0.7,13.2,60.14,2.66,7.83,2.1,128
Hyderabad,06-12-2017,51.81,85.9,6,30.32,20.6,13.05,0.72,13.15,48.64,2.62,8.81,2.52,100
Hyderabad,14-12-2017,66.12,120.92,2.4,39.48,22.84,18.6,0.92,7.88,48.56,3.19,12.58,3.88,132
Hyderabad,15-12-2017,68.48,119.88,3.5,38.85,23.42,18.09,0.77,7.52,42.62,3.11,12,3.83,126
Hyderabad,02-01-2018,68.55,135.87,5.81,51.51,31.23,22.84,0.92,9.44,51.26,3.16,16.68,3.19,126
Hyderabad,08-01-2018,72.66,141.46,7.08,51.85,33.01,19.8,0.98,9.28,52.61,2.43,12.46,2.89,146
Hyderabad,09-01-2018,77.65,160.44,6.41,53.96,33.53,22.57,0.95,10.51,57.35,2.65,11.99,2.85,160
Hyderabad,10-01-2018,74.08,158.74,7.01,53.36,33.57,22.15,1.03,12.71,56.34,2.98,13.68,2.89,165
Hyderabad,15-01-2018,70.98,115.26,3.98,37.89,23.11,23.39,0.83,7.43,50.02,2.18,9.33,2.17,143
Hyderabad,17-01-2018,64.2,128.06,6.13,45.06,28.58,22.08,0.87,10.5,45.85,2.99,18.36,4.24,125
Hyderabad,22-01-2018,72.01,142.1,5.81,50.74,31.43,25.72,0.89,9.28,52.29,2.84,16.9,4.31,142
Hyderabad,23-01-2018,60.4,117.57,4.36,46.04,27.83,19.96,0.71,6.93,47.74,2.48,12.28,4.47,125
Hyderabad,24-01-2018,67.07,131.41,4.69,42.71,26.3,24.15,0.71,9.52,45.11,2.46,12.56,4.5,121
Hyderabad,29-01-2018,67.69,149.79,5.49,46.08,28.63,23.34,0.84,8.69,50.19,2.79,17.05,3.9,140
Hyderabad,05-02-2018,41.79,112.02,6.03,43.96,29.17,25.26,0.73,8.16,56.47,1.46,5.67,1.65,111
Hyderabad,08-02-2018,46.18,105.04,14.55,59.37,42.94,28.79,0.84,13.52,34.55,2.62,16.53,3.39,114
Hyderabad,09-02-2018,50.05,116.97,14.25,55.81,38.89,35.08,0.87,13.92,35.92,2.56,17.15,3.35,108
Hyderabad,10-02-2018,52.28,119.66,7.15,53.5,32.19,37.24,0.82,13.07,29.39,2.59,16.88,3.04,113
Hyderabad,11-02-2018,50.55,88.76,3.74,28.9,17.89,27.82,0.6,8.55,34.88,1.07,4.53,1.49,100
Hyderabad,12-02-2018,54.34,87.6,3.15,20.55,12.99,27.37,0.61,6.61,38.74,0.76,3.46,0.86,102
Hyderabad,14-02-2018,50.52,100.95,4.19,44.77,22.99,35.31,0.76,8.3,46.28,1.98,9.6,2.19,100
Hyderabad,15-02-2018,52.88,118.54,6.74,48.93,29.9,23.72,0.84,12.88,46.88,2.27,13.04,2.42,113
Hyderabad,16-02-2018,51.84,116.94,8.45,51.24,33.77,20.48,0.81,17.02,41.68,2.14,16.62,2.48,110
Hyderabad,18-02-2018,55.87,126.08,10.42,58.63,39.49,21.29,1.02,10.27,47.42,2.55,18.56,4.02,116
Hyderabad,19-02-2018,46.22,112.55,4.17,44.16,26.69,20.45,0.77,7.39,53.02,1.28,6.61,1.72,111
Hyderabad,20-02-2018,47.64,101.62,4.48,41.75,25.68,20.08,0.74,6.36,50.85,1.18,10.52,1.86,103
Hyderabad,21-02-2018,54.76,118.2,5.07,46.91,28.9,20.29,0.85,7.37,47.88,1.75,14.68,2.73,107
Hyderabad,22-02-2018,57.85,131.06,4.83,49.21,29.91,18.86,0.88,8.69,46.5,1.9,9.21,2.14,114
Hyderabad,23-02-2018,56.99,125.93,5.72,48,30,18.56,0.85,8.18,48.94,1.94,10.21,2.22,123
Hyderabad,24-02-2018,43.57,112.47,4.92,43.62,27.02,17.34,0.7,8.22,45.22,1.25,5.75,1.41,106
Hyderabad,25-02-2018,43.37,105.66,8.22,51.65,33.9,18.26,0.76,7.54,33.06,1.63,7.65,2.2,104
Hyderabad,26-02-2018,56.87,119.73,22.13,65.82,52.86,19.58,1.09,9.89,40.48,2.74,16.8,3.72,118
Hyderabad,27-02-2018,57.66,123.59,20.92,67.65,52.81,19.27,1.16,14.95,40.86,3.05,18.83,3.91,134
Hyderabad,02-03-2018,52.72,120.49,10.11,56.01,37.83,21.27,1.06,10.18,43.91,2.04,13.08,2.57,118
Hyderabad,03-03-2018,51.59,122,4.25,45.04,27.24,23.4,0.88,9.79,53.05,1.62,7.39,1.75,119
Hyderabad,04-03-2018,54.72,116.74,7.81,49.19,32.28,20.81,0.94,9.17,50.33,1.64,9.31,1.92,122
Hyderabad,05-03-2018,47.44,111.76,4.59,45.37,27.82,20.49,0.89,8.88,48.64,1.61,6.32,1.85,114
Hyderabad,06-03-2018,47.97,104.93,3.86,38.91,23.52,19.42,0.74,9.83,56.45,1.33,7.29,1.34,106
Hyderabad,07-03-2018,50.78,101.89,5.37,43.04,26.99,21.37,0.79,7.58,53.66,1.32,6.6,1.67,108
Hyderabad,08-03-2018,53.81,114.59,6.73,49.93,31.44,22.9,0.92,7.22,45.08,1.72,8.25,1.75,107
Hyderabad,09-03-2018,57.28,120.43,4.89,52.67,31.79,21.26,0.96,6.03,45.57,1.61,5.98,1.94,118
Hyderabad,10-03-2018,66.37,133.3,4.83,49.74,30.19,23.5,1.02,7.24,50.9,1.88,7.61,1.72,122
Hyderabad,11-03-2018,53.02,108.18,2.68,35.56,20.92,19.08,0.79,6.94,57.23,1.05,4.32,1.13,124
Hyderabad,12-03-2018,38.87,96.19,3.74,40.44,24.38,17.31,0.67,5.14,44.39,1.13,4.61,1.38,95
Hyderabad,13-03-2018,39.69,87.82,4.44,41.84,25.69,18.14,0.71,5.62,42.72,1.24,5.96,1.41,88
Hyderabad,14-03-2018,47.34,101.24,5.1,45.05,27.97,19.71,0.85,7.43,49.57,1.72,8.45,2.25,103
Hyderabad,15-03-2018,47.88,103.11,3.96,37.4,22.92,19.38,0.77,8.79,48.41,1.04,4.36,1.21,96
Hyderabad,16-03-2018,60.25,134.44,3.98,39.37,23.98,23.84,0.86,14.59,43.99,1.8,11.45,1.92,115
Hyderabad,17-03-2018,51,78.33,3.01,33.36,20.02,22.04,0.76,5.86,47.12,1.06,4.57,1.92,105
Hyderabad,18-03-2018,41.38,71.63,4.13,32.85,20.64,19.52,0.7,4.84,37.7,0.81,3.11,0.93,80
Hyderabad,19-03-2018,48.07,92.55,4.21,41.03,25.09,17.35,0.83,5.87,48.04,2.48,4.69,1.37,93
Hyderabad,20-03-2018,54.74,102.17,5.57,47.03,29.2,22.3,0.87,7.01,47.14,1.17,5.22,1.57,103
Hyderabad,21-03-2018,57.87,118.46,3.95,45.49,27.17,20.87,0.89,11.32,45.92,1.53,8.23,1.98,108
Hyderabad,22-03-2018,57.07,139.34,8.9,52.52,34.8,22.99,0.86,13.35,32.33,2.13,12.21,3.12,126
Hyderabad,23-03-2018,56.64,146.7,13.11,58.35,41.43,23.52,1.01,16.25,36.12,3.31,18.45,4.81,128
Hyderabad,24-03-2018,59.91,149.81,12.22,63.27,43.32,25.07,1.05,16.63,39.62,2.93,17.29,4.59,131
Hyderabad,25-03-2018,71.4,150.7,5.3,49.1,30.11,25.92,0.98,10.47,43.09,2.03,10.45,3.08,135
Hyderabad,26-03-2018,61.47,126.86,3.49,39.51,23.68,20.6,0.84,7.69,44.76,1.76,6.16,1.94,126
Hyderabad,27-03-2018,59.53,124.78,3.6,44.63,26.49,18.75,0.79,9.57,50.92,1.63,9.03,1.71,123
Hyderabad,28-03-2018,53.11,113.07,3.09,40.84,24.05,17.08,0.75,9.65,51.24,1.38,6.57,1.85,116
Hyderabad,29-03-2018,62.27,135.91,4.41,48.19,28.94,20.47,0.91,9.33,48.28,2.01,10.48,3.44,122
Hyderabad,30-03-2018,54.62,114.81,2.56,40.32,23.3,20.25,0.81,7.54,45.56,1.5,7.9,2.26,120
Hyderabad,31-03-2018,50.15,112.36,3.36,41.99,24.83,16.41,0.83,7.47,49.61,1.43,6.17,1.5,110
Hyderabad,01-04-2018,43.05,89.8,3.18,31.47,19.08,17.57,0.63,5.79,48.2,0.94,4.01,1.15,103
Hyderabad,02-04-2018,37.91,75.96,6.94,38.98,26.19,14.88,0.72,5.28,44,1.25,4.38,2.85,84
Hyderabad,04-04-2018,44.94,91.88,4.18,39.39,24.13,15.22,0.72,5.82,50.85,1.04,3.64,1.55,101
Hyderabad,05-04-2018,41.51,86.82,4.05,36.55,22.52,14.68,0.67,4.72,43.49,1.33,4,1.59,92
Hyderabad,06-04-2018,46.87,103.01,4.94,42.39,26.36,14.83,0.74,5.68,46.02,1.57,6,1.82,98
Hyderabad,07-04-2018,35.9,79.03,7.78,50.76,32.78,22.05,0.76,9.13,49,1.28,5.57,3.99,93
Hyderabad,08-04-2018,30.27,61.55,4.55,35.94,22.43,21.88,0.67,5.05,44.24,0.85,3.51,2.84,85
Hyderabad,09-04-2018,40.26,91.86,9.17,41.16,28.67,22.13,0.71,6.94,47.22,1.24,4.05,1.46,95
Hyderabad,10-04-2018,35.54,97.46,6.05,38.69,25.31,17.63,0.79,6.42,37.75,1.6,6.17,2.1,98
Hyderabad,11-04-2018,27.63,72.09,5,31.01,20.42,16.36,0.68,6.12,31.17,1.19,5.38,1.18,88
Hyderabad,12-04-2018,31.58,79.04,5.41,42.54,26.69,18.9,0.67,7.29,38.29,1.33,6.43,1.53,83
Hyderabad,13-04-2018,25.24,66.21,4.14,33.9,21.17,14.74,0.56,5.19,38.8,1.08,4.83,1.26,83
Hyderabad,14-04-2018,23.05,58.22,3.65,30.02,18.73,14.1,0.69,4.9,40.13,0.6,2.59,0.51,79
Hyderabad,15-04-2018,29.71,63.54,4.63,31.86,20.46,14.46,0.83,5.47,27.82,0.86,4.73,0.89,73
Hyderabad,16-04-2018,45.86,103.38,8.95,45.36,31.05,17.51,0.9,8.34,36.09,2.22,11.57,2.22,100
Hyderabad,17-04-2018,34.29,90.45,4.8,38.79,23.94,13.38,0.72,5.64,41.82,1.18,5.52,1.31,99
Hyderabad,18-04-2018,37.19,92.25,5.22,35.18,22.78,17.25,0.61,9.98,45.82,1.12,6.12,2.46,93
Hyderabad,19-04-2018,43.52,118.3,11.25,44.05,32.35,14.75,0.77,10.51,39.18,1.57,7.6,2.38,108
Hyderabad,20-04-2018,42.38,120.61,14.73,44.88,35.01,14.67,0.86,9.2,37.27,1.71,9.53,4.15,117
Hyderabad,21-04-2018,49.14,139.55,14.17,51.13,38.23,19.44,0.9,10.1,31.15,2.21,15.4,4.97,122
Hyderabad,22-04-2018,42.97,110.65,4.45,39.3,24.29,16.81,0.75,7.55,43.31,1.31,6.62,1.5,117
Hyderabad,23-04-2018,33.12,80.06,2.99,28.02,17,15.06,0.56,6.52,49.31,0.62,2.71,0.45,90
Hyderabad,24-04-2018,33.09,95.19,3.63,35.48,21.62,13.69,0.54,6.92,51.74,0.87,5.04,1.36,90
Hyderabad,25-04-2018,35.61,86.24,2.81,29.59,17.69,15.82,0.6,6.07,53.56,0.72,2.68,0.71,104
Hyderabad,26-04-2018,38.11,92.67,3.23,35.66,21.42,13.51,0.62,6.99,52.61,0.96,4.83,0.94,94
Hyderabad,27-04-2018,39.78,99.47,3.35,35.85,21.56,13.68,0.68,7.12,52.49,1.35,7.38,1.44,101
Hyderabad,28-04-2018,39.85,86.22,2.74,30.66,18.35,11.79,0.52,6.84,46.38,0.65,2.33,0.51,94
Hyderabad,29-04-2018,43.44,95.6,3.02,30.99,18.74,12.35,0.59,7.72,49.28,0.89,7.07,0.76,102
Hyderabad,30-04-2018,44.84,106.84,7.3,39.52,26.63,17.29,0.7,9.74,44.31,1.2,7.43,1.59,103
Hyderabad,01-05-2018,43.83,133.09,2.21,32.08,20.1,15.39,0.57,7.94,45.47,1.47,7.29,1.32,116
Hyderabad,02-05-2018,36.08,95.82,5.67,31.21,18.75,15.34,0.7,5.92,48.88,0.88,3.81,0.78,101
Hyderabad,03-05-2018,31.39,86.12,3.83,27.73,16.39,14.98,0.56,5.45,48.87,0.79,3.8,0.51,98
Hyderabad,04-05-2018,19.59,48.18,4.72,31.67,20.45,12.8,0.62,6.1,50.95,0.73,4.95,0.58,81
Hyderabad,05-05-2018,28.81,68.37,2.77,30.11,18.07,11.83,0.6,5.94,51.31,0.6,4.04,0.37,74
Hyderabad,06-05-2018,31.91,81.65,2.73,28.95,17.4,11.68,0.58,6.47,47.6,0.44,2.19,0.25,83
Hyderabad,07-05-2018,33.68,93.43,2.68,28.72,17.24,12.24,0.58,6.91,51.78,0.68,3.61,0.66,93
Hyderabad,08-05-2018,43.05,110.15,4.18,43.5,27.32,17.7,0.97,7.8,46.9,1.47,8.91,1.99,111
Hyderabad,09-05-2018,44.32,101.87,3.44,37.73,22.67,15.48,0.67,6.11,43.87,1.09,6.34,0.93,112
Hyderabad,10-05-2018,33.83,74.91,3.68,31.53,19.53,15.07,0.63,5.28,45.59,0.97,5.2,0.95,101
Hyderabad,11-05-2018,32.76,80.97,2.6,31.48,18.67,13.05,0.66,6.44,50.78,1.14,5.51,1.18,95
Hyderabad,12-05-2018,33.05,81.54,2.75,31.04,18.58,12.1,0.64,5.79,50.32,0.61,3.26,0.95,96
Hyderabad,13-05-2018,31.85,76.51,2.78,32.48,19.38,11.93,0.74,6.11,61.46,0.65,3.29,0.55,101
Hyderabad,14-05-2018,29.86,67.84,2.42,26.02,15.62,12.81,0.64,5.38,56.79,0.5,2.44,0.47,100
Hyderabad,15-05-2018,24.49,46.54,2.67,24.04,14.76,12.94,0.68,4.84,51.51,0.53,2.9,0.49,87
Hyderabad,16-05-2018,41.89,90.88,1.84,33.42,21.61,12.94,0.78,8.26,48.44,0.86,3.35,0.76,85
Hyderabad,17-05-2018,43.47,103.29,5.47,41.31,26.17,16.08,0.9,9.18,39.03,1,5.56,0.82,106
Hyderabad,18-05-2018,37.31,88.67,4.13,35.51,21.97,17.26,0.62,6.93,45.12,0.76,5.38,0.88,89
Hyderabad,19-05-2018,47.42,136.63,4.4,37.25,23.1,19.61,0.69,8.04,46.38,1.16,6.38,1.58,103
Hyderabad,20-05-2018,38.59,106.87,2.41,29.22,17.35,12.49,0.62,6.25,62.1,0.83,3.35,0.62,117
Hyderabad,21-05-2018,48.33,137.04,1.95,32.24,18.72,14.11,0.91,6.97,59.66,1.05,3.85,0.63,132
Hyderabad,22-05-2018,42.68,108.84,1.61,27.06,15.7,13.64,0.69,7.04,56.37,0.87,4.3,0.44,120
Hyderabad,23-05-2018,47.5,122.16,2.07,33.71,19.55,14.03,0.83,6.22,52.86,1.31,6.64,1.57,110
Hyderabad,24-05-2018,36.41,93.09,4.43,32.39,20.82,13.99,0.78,6.42,47.17,1.01,4.99,1.7,104
Hyderabad,25-05-2018,42.17,108.46,2.82,31.54,18.88,13.05,0.76,6.99,55.12,1.22,6.48,2.17,119
Hyderabad,26-05-2018,23.65,67.93,4.09,25.79,16.85,11.4,0.69,4.39,36.5,0.68,3.84,0.53,91
Hyderabad,27-05-2018,26.11,69.28,3.38,26.65,16.54,12.52,0.78,6.26,49.07,1.04,8.83,0.69,83
Hyderabad,28-05-2018,31.17,76.56,2.96,25.45,15.75,10.77,0.72,5.77,45.6,1.11,5.24,0.72,87
Hyderabad,29-05-2018,34.68,91.62,3.27,28.48,17.59,12.87,0.64,6.41,46.07,1.06,7.43,1.54,84
Hyderabad,30-05-2018,31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,0.66,4.34,0.66,89
Hyderabad,31-05-2018,32.57,83.68,2.85,25.25,15.51,13.47,0.83,5.81,45.54,0.66,3.49,0.58,93
Hyderabad,01-06-2018,37.26,77.09,2.92,31.53,18.61,18.36,0.64,6.76,52.89,1.24,6.75,2.16,110
Hyderabad,02-06-2018,36.7,63.45,3.79,35.45,21.68,21.33,0.77,6.87,35.35,1.26,8.55,1.79,82
Hyderabad,03-06-2018,34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,0.62,4.88,0.5,83
Hyderabad,04-06-2018,30.95,64.8,5.15,26.22,19.01,17.29,0.56,7.1,57.7,0.74,4.88,1.23,89
Hyderabad,05-06-2018,31.51,67.42,3.15,30.16,18.39,14.27,0.62,7.18,48.4,0.86,5.9,1.45,83
Hyderabad,06-06-2018,31.33,62.83,2.43,29.59,17.68,18.13,0.64,7.06,47.76,1.04,6.2,1.45,84
Hyderabad,07-06-2018,19.68,25.82,2.91,22.53,14.03,15.54,0.61,5.17,47.94,0.42,2.39,0.71,69
Hyderabad,08-06-2018,19.43,33.87,2.41,22.16,13.55,13.75,0.71,6.1,40.15,0.44,2.7,1.78,68
Hyderabad,09-06-2018,20.03,42.57,2.78,22.16,13.67,15.62,0.68,6.84,33.8,0.38,2.65,1.62,64
Hyderabad,10-06-2018,16.49,32.8,3.39,20.62,13.49,15.21,0.64,7.35,22.52,0.27,2.27,0.6,52
Hyderabad,11-06-2018,22.31,55.94,4.49,23.24,15.72,17.96,0.66,8.45,18.82,0.78,4.08,0.7,53
Hyderabad,12-06-2018,29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,0.9,6.5,1.45,70
Hyderabad,13-06-2018,30.85,89.47,2.88,21.31,13.57,18.8,0.6,7.58,19.6,0.46,3.3,0.73,84
Hyderabad,14-06-2018,34.44,92.58,3.06,23.31,14.67,18.51,0.54,8.26,17.53,0.38,3.75,0.5,86
Hyderabad,15-06-2018,27.83,86.25,2.8,20.05,12.92,22.11,0.57,9.66,20.79,0.37,3.67,0.48,86
Hyderabad,16-06-2018,22.9,63.65,2.23,20.48,13.35,12.77,0.6,8.96,22,0.26,2.73,0.37,67
Hyderabad,17-06-2018,21.99,66.18,2.72,20.32,12.88,15.69,0.57,9.83,19.71,0.24,2.64,0.31,67
Hyderabad,18-06-2018,17.2,48.97,2.58,20.17,12.01,13.71,0.58,8.6,19.88,0.26,1.95,0.39,59
Hyderabad,19-06-2018,14.61,29.85,1.97,18.2,10.99,8.52,0.53,6.94,23.9,0.2,1.92,0.21,50
Hyderabad,20-06-2018,15.27,26.79,2.55,21.39,13.31,8.28,0.44,6.5,27.49,0.25,2.69,0.22,58
Hyderabad,21-06-2018,10.31,33.35,1.76,22.02,12.97,9.33,0.46,6.21,27.79,0.38,3.91,0.39,52
Hyderabad,22-06-2018,21.26,45.55,2.2,28.03,16.4,13.37,0.49,6.19,25.78,0.94,7.48,1.22,56
Hyderabad,23-06-2018,20.07,34.46,2.75,23.78,14.39,13.84,0.36,6.35,23.59,0.66,5.46,1.61,56
Hyderabad,24-06-2018,16.99,37.87,3.05,20.56,13.25,13.2,0.23,6.42,19.13,0.26,2.86,0.26,41
Hyderabad,25-06-2018,16.31,41.38,2.77,20.7,13.14,10.75,0.27,6.36,17.31,0.23,1.84,0.21,41
Hyderabad,26-06-2018,16.23,41.54,3.95,23.21,15.22,12.73,0.26,5.93,17.5,0.24,1.79,0.19,41
Hyderabad,27-06-2018,17.64,46.04,4.42,28.07,18.17,15.93,0.26,4.6,15.07,0.28,2.36,0.28,44
Hyderabad,28-06-2018,18.93,50.36,4.19,24.39,16.02,12.61,0.28,5.05,17.65,0.32,3.21,0.31,46
Hyderabad,29-06-2018,18.18,57.2,3.48,22.68,14.57,9.63,0.3,5.38,23.37,0.34,3.21,0.29,65
Hyderabad,30-06-2018,20.85,57.03,6.27,26.4,18.78,14.04,0.33,6.64,22,0.48,5.26,0.43,62
Hyderabad,01-07-2018,16.91,39.49,3.41,27.03,16.84,14.34,0.3,7.1,25.21,0.38,4.16,0.32,60
Hyderabad,02-07-2018,16.48,42.25,3.82,24.21,15.61,9.17,0.24,5.74,23.96,0.43,3.89,0.29,53
Hyderabad,03-07-2018,16.28,41.16,3.42,23.43,14.97,12.43,0.26,5.56,22.53,0.66,2.87,0.68,59
Hyderabad,04-07-2018,15.97,58.87,3.7,22.07,14.46,10.13,0.35,5.95,21.98,1.11,3.12,1.26,71
Hyderabad,05-07-2018,13.22,40.07,4.16,22.74,15.17,10.6,0.25,6.07,20.08,0.37,3.72,0.31,68
Hyderabad,08-07-2018,19.92,45.9,4.05,25.11,16.11,27.07,0.28,5.61,20.17,0.78,4.73,2.41,62
Hyderabad,09-07-2018,16.63,36.37,4.05,23.21,15.32,21.08,0.22,5.45,18.43,0.5,2.8,1.61,44
Hyderabad,10-07-2018,19.7,44.03,4.15,21.7,14.62,13.74,0.25,5.47,16.26,0.37,3.24,0.35,48
Hyderabad,12-07-2018,11.93,16.09,4.73,22.14,15.24,19.37,0.25,4.96,20.46,0.36,4.2,0.6,49
Hyderabad,13-07-2018,13.21,26.26,4.5,20.22,14.07,10.32,0.27,6.21,15.7,0.39,4.02,0.25,37
Hyderabad,14-07-2018,17.97,40.97,5.45,26.02,17.84,11.15,0.28,6.88,15.88,0.68,4.67,0.69,42
Hyderabad,15-07-2018,16.12,39.28,5.46,25.58,17.67,11.51,0.31,6.66,21.52,0.54,4.5,0.38,58
Hyderabad,16-07-2018,11.04,20,5.27,21.19,15.02,17.01,0.37,8.75,16.13,0.52,3.67,0.34,72
Hyderabad,17-07-2018,12.14,26.59,4.39,20.54,14,9.09,0.26,6.46,14.86,0.42,2.55,0.27,38
Hyderabad,18-07-2018,14.13,36.01,4.36,22.64,15.15,13.41,0.27,6.95,13.58,0.8,4.43,4.49,33
Hyderabad,19-07-2018,14.39,38.34,4.55,21.97,15.57,9.65,0.26,7.32,14.75,0.59,2.8,2.47,45
Hyderabad,20-07-2018,12.58,32.59,4.27,22.18,14.61,17.89,0.31,9.52,13.12,0.88,3.02,0.34,37
Hyderabad,21-07-2018,19.61,51.45,2.81,23.18,14.44,13.67,0.3,9.11,15.35,0.69,5.28,3.97,41
Hyderabad,22-07-2018,19.54,54.49,3.74,22.42,14.56,27.32,0.28,9.22,14.36,0.55,2.92,0.55,55
Hyderabad,23-07-2018,17.69,53.6,4.08,21.69,14.24,14.25,0.26,7.41,15.37,0.48,3.01,0.28,49
Hyderabad,24-07-2018,15.64,44.78,4.72,21.03,14.68,12.57,0.32,5.87,15.58,0.44,4.52,0.54,54
Hyderabad,25-07-2018,17.88,53.74,5.11,20.4,14.67,13.38,0.26,6.55,16.66,0.41,4.14,0.29,52
Hyderabad,26-07-2018,14.41,42.62,9.34,20.64,18.69,13.72,0.29,7.06,16.19,0.43,4.26,0.26,54
Hyderabad,27-07-2018,14.52,43.56,7.62,24.38,18.52,13.04,0.27,6.46,17.72,0.46,3.91,0.39,54
Hyderabad,28-07-2018,18.23,55.98,8.1,22.38,18.1,16.11,0.28,6.09,18.44,0.51,4.03,0.41,53
Hyderabad,29-07-2018,26.09,74.2,5.93,28.86,19.71,20.93,0.38,7.2,16.26,0.53,5.19,0.53,72
Hyderabad,30-07-2018,26.02,84.97,5.11,25.61,17.39,25.84,0.32,6.79,17.7,0.73,3.83,0.53,87
Hyderabad,31-07-2018,19.21,66.84,5.24,25.13,17.24,22.86,0.27,6.8,17.22,0.59,3.96,0.72,73
Hyderabad,01-08-2018,21.88,75.6,4.48,25.54,16.46,13.51,0.28,6.2,16.38,0.71,6.64,3.86,72
Hyderabad,02-08-2018,25.77,76.03,6.01,27.27,18.33,14.81,0.36,6.61,13.63,1.23,8.76,2.86,72
Hyderabad,04-08-2018,23.43,76.16,5.63,25.39,17.64,18.24,0.28,6.63,16.46,0.8,6.36,2.39,90
Hyderabad,05-08-2018,20.2,55.76,5.68,27.06,18.56,13.47,0.31,6.37,16.05,0.78,5.48,1,66
Hyderabad,06-08-2018,26.91,71.45,5,23.75,16.3,18.49,0.29,7.05,16.55,0.71,3.87,0.44,72
Hyderabad,07-08-2018,18.92,55.72,4.71,24.24,16.08,16.94,0.3,8.15,13.97,0.54,3.37,0.64,54
Hyderabad,08-08-2018,16.17,46.48,4.84,24.82,16.46,23.83,0.28,7.42,13.81,0.55,3.96,0.73,53
Hyderabad,09-08-2018,18.07,37.67,8.38,27.7,21,14.77,0.36,5.9,12.64,1.04,13,2.69,49
Hyderabad,10-08-2018,17.09,41.09,6.04,24.89,17.3,17.35,0.31,6.07,14.98,0.76,10.03,4.27,48
Hyderabad,11-08-2018,16.39,29.84,7.35,24.46,18.46,16.95,0.28,6.09,11.86,0.65,5.23,0.98,43
Hyderabad,12-08-2018,11.98,28.35,6.15,18.71,14.38,22.8,0.31,6.15,14.52,0.68,3.91,0.37,47
Hyderabad,13-08-2018,11.66,24.68,5.61,17.79,13.61,15.41,0.32,6.65,13.69,0.43,2.71,0.28,42
